seqnames	start	end	width	strand	gene_id	SYMBOL	gene_name	logFC	logCPM	F	PValue	FDR	mlog10PValue	simple_gene_name
chr13	78614289	78659155	44867	-	ENSG00000152193.8	OBI1	OBI1	0.101	4.47	0.691	0.421	0.634	0.376	OBI1
chr14	20457681	20461465	3785	-	ENSG00000165782.11	PIP4P1	PIP4P1	-0.16	5.37	0.69	0.421	0.634	0.375	PIP4P1
chr15	64460578	64686068	225491	+	ENSG00000180357.10	ZNF609	ZNF609	0.136	7.05	0.691	0.421	0.634	0.376	ZNF609
chr22	35606764	35637951	31188	-	ENSG00000198125.13	MB	MB	0.408	-0.228	0.691	0.421	0.634	0.376	MB
chr10	47501854	47523638	21785	-	ENSG00000204172.12	AGAP9	AGAP9	-0.123	4	0.69	0.421	0.634	0.375	AGAP9
chr19	57240632	57262728	22097	+	ENSG00000204524.7	ZNF805	ZNF805	-0.13	4.33	0.692	0.421	0.633	0.376	ZNF805
chr13	76992598	77027195	34598	-	ENSG00000005812.11	FBXL3	FBXL3	0.137	5.56	0.687	0.422	0.634	0.374	FBXL3
chr19	35319261	35347361	28101	+	ENSG00000012124.17	CD22	CD22	0.283	1.63	0.688	0.422	0.634	0.374	CD22
chr5	171861549	172006873	145325	-	ENSG00000072803.18	FBXW11	FBXW11	0.0857	6.39	0.689	0.422	0.634	0.375	FBXW11
chr11	2295628	2303049	7422	-	ENSG00000110665.12	C11orf21	C11orf21	-0.124	5.25	0.687	0.422	0.634	0.374	C11orf21
chr5	65589690	65625975	36286	-	ENSG00000113595.15	TRIM23	TRIM23	-0.132	3.48	0.689	0.422	0.634	0.375	TRIM23
chr3	3144628	3179727	35100	-	ENSG00000113851.16	CRBN	CRBN	0.129	4.66	0.687	0.422	0.634	0.374	CRBN
chr8	21919662	22006585	86924	+	ENSG00000130227.17	XPO7	XPO7	0.139	6.51	0.689	0.422	0.634	0.375	XPO7
chr1	26234200	26278808	44609	+	ENSG00000130695.16	CEP85	CEP85	0.0856	4.92	0.687	0.422	0.634	0.374	CEP85
chr1	224114111	224162047	47937	+	ENSG00000143756.12	FBXO28	FBXO28	0.105	5.64	0.689	0.422	0.634	0.375	FBXO28
chr3	49468713	49535618	66906	+	ENSG00000173402.13	DAG1	DAG1	0.116	4.17	0.689	0.422	0.634	0.375	DAG1
chr17	18271428	18315007	43580	-	ENSG00000177302.15	TOP3A	TOP3A	-0.124	5.7	0.687	0.422	0.634	0.374	TOP3A
chr12	50923472	50932510	9039	+	ENSG00000185432.12	METTL7A	METTL7A	0.0873	8.12	0.689	0.422	0.634	0.375	METTL7A
chr10	79512533	79516440	3908	+	ENSG00000253626.4	EIF5AL1	EIF5AL1	0.348	0.268	0.689	0.422	0.634	0.375	EIF5AL1
chr20	58651253	58679526	28274	+	ENSG00000124222.22	STX16	STX16	0.0763	6.88	0.686	0.423	0.635	0.374	STX16
chr2	38751534	38785002	33469	+	ENSG00000152147.11	GEMIN6	GEMIN6	0.104	4.24	0.685	0.423	0.635	0.374	GEMIN6
chr16	50065967	50107272	41306	+	ENSG00000155393.14	HEATR3	HEATR3	0.0803	5.45	0.684	0.423	0.635	0.373	HEATR3
chr14	88612431	88792953	180523	-	ENSG00000165521.16	EML5	EML5	-0.277	2.21	0.684	0.423	0.635	0.373	EML5
chr10	43385617	43409186	23570	-	ENSG00000169813.17	HNRNPF	HNRNPF	0.0686	8.32	0.685	0.423	0.635	0.374	HNRNPF
chr11	73872667	73876901	4235	-	ENSG00000181924.7	COA4	COA4	0.0908	4.71	0.685	0.423	0.635	0.374	COA4
chr10	123135970	123139423	3454	+	ENSG00000188620.11	HMX3	HMX3	-0.413	0.0835	0.685	0.423	0.635	0.373	HMX3
chr2	69319780	69387250	67471	-	ENSG00000198380.13	GFPT1	GFPT1	-0.113	6.01	0.684	0.423	0.635	0.373	GFPT1
chr20	3146519	3159865	13347	-	ENSG00000215251.5	FASTKD5	FASTKD5	-0.115	4.74	0.685	0.423	0.635	0.374	FASTKD5
chr1	156212982	156243332	30351	+	ENSG00000260238.6	PMF1-BGLAP	PMF1-BGLAP	-0.255	2.59	0.684	0.423	0.635	0.373	PMF1-BGLAP
chr2	201071433	201085750	14318	+	ENSG00000119013.10	NDUFB3	NDUFB3	0.103	4.54	0.681	0.424	0.636	0.372	NDUFB3
chr7	101310914	101321823	10910	-	ENSG00000128581.17	IFT22	IFT22	-0.199	3.01	0.683	0.424	0.635	0.373	IFT22
chr2	186590010	186680901	90892	+	ENSG00000138448.13	ITGAV	ITGAV	-0.101	7.13	0.683	0.424	0.635	0.373	ITGAV
chr12	39293228	39443390	150163	-	ENSG00000139116.19	KIF21A	KIF21A	0.142	2.99	0.681	0.424	0.636	0.372	KIF21A
chr2	112645939	112663825	17887	+	ENSG00000144136.11	SLC20A1	SLC20A1	0.0969	6.73	0.682	0.424	0.636	0.373	SLC20A1
chr1	158930796	158977059	46264	+	ENSG00000163564.15	PYHIN1	PYHIN1	-0.312	0.0877	0.683	0.424	0.635	0.373	PYHIN1
chr10	73782047	73783652	1606	+	ENSG00000172586.8	CHCHD1	CHCHD1	-0.121	4.35	0.683	0.424	0.635	0.373	CHCHD1
chr4	75513946	75550473	36528	+	ENSG00000174796.12	THAP6	THAP6	-0.34	3.63	0.683	0.424	0.635	0.373	THAP6
chr17	59952240	59964761	12522	-	ENSG00000189050.16	RNFT1	RNFT1	-0.0987	5.37	0.682	0.424	0.636	0.373	RNFT1
chr19	37696371	37719761	23391	-	ENSG00000198182.13	ZNF607	ZNF607	-0.215	2.26	0.683	0.424	0.635	0.373	ZNF607
chrX	21855987	21858740	2754	+	ENSG00000230797.3	YY2	YY2	0.203	1.06	0.682	0.424	0.635	0.373	YY2
chr16	75228181	75268053	39873	-	ENSG00000050820.17	BCAR1	BCAR1	-0.396	1.53	0.68	0.425	0.636	0.372	BCAR1
chr5	72816312	72916733	100422	+	ENSG00000083312.19	TNPO1	TNPO1	-0.0906	7.89	0.679	0.425	0.636	0.372	TNPO1
chr17	4948092	4957131	9040	+	ENSG00000108515.18	ENO3	ENO3	0.166	2.95	0.679	0.425	0.636	0.372	ENO3
chr17	40092793	40100589	7797	-	ENSG00000126368.6	NR1D1	NR1D1	-0.159	1.89	0.678	0.425	0.637	0.371	NR1D1
chr6	5261044	5829192	568149	+	ENSG00000145982.13	FARS2	FARS2	0.0987	3.2	0.678	0.425	0.637	0.371	FARS2
chr9	4709556	4742043	32488	-	ENSG00000147853.17	AK3	AK3	0.0983	5.67	0.678	0.425	0.637	0.371	AK3
chr21	14961235	15065936	104702	-	ENSG00000180530.11	NRIP1	NRIP1	0.116	7.04	0.678	0.425	0.637	0.371	NRIP1
chr9	137299631	137302271	2641	-	ENSG00000198435.4	NRARP	NRARP	-0.431	-0.743	0.678	0.425	0.637	0.371	NRARP
chr3	186538441	186546702	8262	-	ENSG00000213139.8	CRYGS	CRYGS	-0.338	0.198	0.679	0.425	0.637	0.371	CRYGS
chr17	81703367	81707517	4151	+	ENSG00000262814.8	MRPL12	MRPL12	0.118	4.61	0.68	0.425	0.636	0.372	MRPL12
chr1	179293714	179358680	64967	+	ENSG00000057252.13	SOAT1	SOAT1	-0.0983	7.94	0.676	0.426	0.637	0.371	SOAT1
chr13	46053186	46105033	51848	-	ENSG00000080618.17	CPB2	CPB2	-0.238	2.28	0.677	0.426	0.637	0.371	CPB2
chr2	201387858	201480846	92989	+	ENSG00000082146.13	STRADB	STRADB	-0.108	4.42	0.676	0.426	0.637	0.371	STRADB
chr3	187721377	187745725	24349	-	ENSG00000113916.18	BCL6	BCL6	0.137	6.03	0.676	0.426	0.637	0.371	BCL6
chr8	67043079	67083783	40705	-	ENSG00000121022.14	COPS5	COPS5	0.0691	5.38	0.676	0.426	0.637	0.371	COPS5
chr3	119579268	119589945	10678	+	ENSG00000144843.12	ADPRH	ADPRH	0.106	5	0.676	0.426	0.637	0.371	ADPRH
chr2	108786757	108885477	98721	+	ENSG00000163006.12	CCDC138	CCDC138	0.319	1.13	0.676	0.426	0.637	0.37	CCDC138
chr6	139240061	139291998	51938	-	ENSG00000164440.15	TXLNB	TXLNB	0.338	0.0582	0.677	0.426	0.637	0.371	TXLNB
chr7	726699	786475	59777	+	ENSG00000164818.16	DNAAF5	DNAAF5	0.11	4.29	0.675	0.426	0.637	0.37	DNAAF5
chr11	83156988	83187451	30464	+	ENSG00000165494.12	PCF11	PCF11	-0.135	6.86	0.676	0.426	0.637	0.371	PCF11
chr7	55887456	55942530	55075	+	ENSG00000178665.16	ZNF713	ZNF713	0.109	2.76	0.675	0.426	0.637	0.37	ZNF713
chr10	25016612	25026664	10053	+	ENSG00000185875.13	THNSL1	THNSL1	0.162	2.4	0.675	0.426	0.637	0.37	THNSL1
chr13	52033611	52129092	95482	-	ENSG00000197168.14	NEK5	NEK5	-0.275	0.288	0.675	0.426	0.637	0.37	NEK5
chr1	23019443	23083689	64247	+	ENSG00000004487.18	KDM1A	KDM1A	0.0689	6.06	0.674	0.427	0.637	0.37	KDM1A
chr20	63587602	63627101	39500	-	ENSG00000101216.11	GMEB2	GMEB2	-0.116	4.07	0.673	0.427	0.638	0.369	GMEB2
chr20	20034368	20056046	21679	-	ENSG00000101343.15	CRNKL1	CRNKL1	0.0877	5.23	0.672	0.427	0.638	0.369	CRNKL1
chr19	34926903	34945170	18268	+	ENSG00000168661.15	ZNF30	ZNF30	0.116	2.8	0.673	0.427	0.638	0.369	ZNF30
chr1	149886918	149887411	494	+	ENSG00000184260.6	H2AC20	H2AC20	0.403	-1.03	0.674	0.427	0.637	0.37	H2AC20
chr20	33666943	33668525	1583	+	ENSG00000288649.2	ACTL10	ACTL10	-0.338	-0.416	0.673	0.427	0.638	0.37	ACTL10
chr5	134758771	134855133	96363	+	ENSG00000145833.16	DDX46	DDX46	0.091	6.95	0.671	0.428	0.639	0.369	DDX46
chr5	131155383	131224468	69086	-	ENSG00000169567.13	HINT1	HINT1	-0.0933	6.89	0.669	0.428	0.639	0.368	HINT1
chr19	57535257	57559863	24607	-	ENSG00000251369.10	ZNF550	ZNF550	-0.169	3.37	0.67	0.428	0.639	0.369	ZNF550
chr3	44975241	45036066	60826	+	ENSG00000075914.13	EXOSC7	EXOSC7	-0.112	3.97	0.668	0.429	0.64	0.368	EXOSC7
chr14	24265538	24271611	6074	-	ENSG00000100949.15	RABGGTA	RABGGTA	-0.0802	5.02	0.667	0.429	0.64	0.367	RABGGTA
chr7	99416739	99466163	49425	-	ENSG00000106246.18	PTCD1	PTCD1	-0.421	3.55	0.666	0.429	0.64	0.367	PTCD1
chr5	177022696	177081189	58494	+	ENSG00000113761.12	ZNF346	ZNF346	-0.127	3.94	0.669	0.429	0.64	0.368	ZNF346
chr16	50246137	50318135	71999	+	ENSG00000121281.13	ADCY7	ADCY7	0.11	8.6	0.668	0.429	0.64	0.368	ADCY7
chr1	77088989	77219430	130442	-	ENSG00000142892.15	PIGK	PIGK	0.0991	4.66	0.666	0.429	0.64	0.367	PIGK
chr3	119780484	119818487	38004	+	ENSG00000144852.20	NR1I2	NR1I2	-0.663	-1.03	0.666	0.429	0.64	0.367	NR1I2
chr4	124664048	124712732	48685	-	ENSG00000151458.12	ANKRD50	ANKRD50	0.0885	5.42	0.667	0.429	0.64	0.367	ANKRD50
chr6	73695785	73828316	132532	+	ENSG00000156535.15	CD109	CD109	-0.137	2.36	0.666	0.429	0.64	0.367	CD109
chr2	171999943	172082430	82488	+	ENSG00000172878.14	METAP1D	METAP1D	0.248	2.25	0.666	0.429	0.64	0.367	METAP1D
chr3	33150043	33218810	68768	-	ENSG00000173705.9	SUSD5	SUSD5	0.335	-0.943	0.667	0.429	0.64	0.368	SUSD5
chr11	46677080	46700619	23540	-	ENSG00000175220.12	ARHGAP1	ARHGAP1	-0.074	6.59	0.667	0.429	0.64	0.367	ARHGAP1
chr3	49716829	49719684	2856	-	ENSG00000176020.9	AMIGO3	AMIGO3	-1.4	-0.445	0.672	0.429	0.64	0.368	AMIGO3
chr1	197153682	197201293	47612	-	ENSG00000177888.8	ZBTB41	ZBTB41	0.177	4.28	0.668	0.429	0.64	0.368	ZBTB41
chr7	5306790	5425414	118625	-	ENSG00000182095.15	TNRC18	TNRC18	0.0862	8.18	0.667	0.429	0.64	0.367	TNRC18
chr1	151770107	151791416	21310	-	ENSG00000182134.17	TDRKH	TDRKH	0.144	3.76	0.666	0.429	0.64	0.367	TDRKH
chrX	1462581	1537185	74605	-	ENSG00000182162.11	P2RY8	P2RY8	0.166	4.35	0.668	0.429	0.64	0.368	P2RY8
chr8	103398658	103501895	103238	-	ENSG00000285982.1	NA	NA	1.04	2.48	0.667	0.429	0.64	0.367	ENSG00000285982.1
chr8	100257060	100336218	79159	-	ENSG00000034677.13	RNF19A	RNF19A	-0.235	5.41	0.663	0.43	0.641	0.366	RNF19A
chr19	1782075	1812276	30202	-	ENSG00000130270.16	ATP8B3	ATP8B3	-0.187	2.15	0.666	0.43	0.64	0.367	ATP8B3
chr10	17752201	17800868	48668	+	ENSG00000148483.9	TMEM236	TMEM236	-0.168	2.01	0.663	0.43	0.641	0.366	TMEM236
chr1	109668022	109709551	41530	+	ENSG00000213366.13	GSTM2	GSTM2	-0.103	6.64	0.663	0.43	0.641	0.366	GSTM2
chr7	92112176	92245924	133749	-	ENSG00000289027.1	NA	NA	0.225	5.15	0.665	0.43	0.64	0.367	ENSG00000289027.1
chr22	19449911	19479202	29292	-	ENSG00000070010.19	UFD1	UFD1	-0.154	4.85	0.66	0.431	0.642	0.365	UFD1
chr6	36027782	36111236	83455	+	ENSG00000112062.12	MAPK14	MAPK14	0.093	6.21	0.662	0.431	0.641	0.366	MAPK14
chr9	122144058	122159779	15722	-	ENSG00000119421.7	NDUFA8	NDUFA8	0.0649	5.07	0.661	0.431	0.641	0.366	NDUFA8
chr13	20777329	20903048	125720	-	ENSG00000132953.18	XPO4	XPO4	0.0869	5.61	0.662	0.431	0.641	0.366	XPO4
chr16	66878589	66895754	17166	+	ENSG00000172840.7	PDP2	PDP2	0.176	4.41	0.662	0.431	0.641	0.366	PDP2
chr6	28431930	28443502	11573	-	ENSG00000187987.10	ZSCAN23	ZSCAN23	-0.217	0.446	0.66	0.431	0.642	0.365	ZSCAN23
chr14	65410592	65744121	333530	+	ENSG00000033170.17	FUT8	FUT8	0.089	7.4	0.658	0.432	0.642	0.364	FUT8
chr5	180601506	180649624	48119	-	ENSG00000037280.16	FLT4	FLT4	-0.297	0.149	0.658	0.432	0.642	0.364	FLT4
chr14	52707178	52728590	21413	+	ENSG00000100519.12	PSMC6	PSMC6	0.101	5.52	0.659	0.432	0.642	0.365	PSMC6
chr20	25248085	25298012	49928	+	ENSG00000100994.12	PYGB	PYGB	0.0923	6.33	0.659	0.432	0.642	0.365	PYGB
chr6	75237675	75250323	12649	-	ENSG00000112695.13	COX7A2	COX7A2	-0.123	5.27	0.657	0.432	0.642	0.364	COX7A2
chr20	17613678	17682295	68618	-	ENSG00000125844.17	RRBP1	RRBP1	-0.0755	7.23	0.659	0.432	0.642	0.365	RRBP1
chr19	14087851	14091036	3186	-	ENSG00000141858.12	SAMD1	SAMD1	0.17	5.35	0.658	0.432	0.642	0.364	SAMD1
chr6	70566917	70589569	22653	+	ENSG00000154079.6	SDHAF4	SDHAF4	-0.149	2.29	0.658	0.432	0.642	0.364	SDHAF4
chr5	10275875	10307902	32028	-	ENSG00000164237.9	CMBL	CMBL	-0.152	2.51	0.657	0.432	0.642	0.364	CMBL
chr19	12610918	12633840	22923	+	ENSG00000173875.14	ZNF791	ZNF791	0.181	6.42	0.657	0.432	0.642	0.364	ZNF791
chr19	1554672	1568325	13654	-	ENSG00000181588.17	MEX3D	MEX3D	-0.244	1.96	0.657	0.432	0.642	0.364	MEX3D
chr19	11721265	11739009	17745	-	ENSG00000197933.13	ZNF823	ZNF823	-0.191	2.43	0.657	0.432	0.642	0.364	ZNF823
chr5	41904188	41921636	17449	+	ENSG00000205765.10	C5orf51	C5orf51	0.125	5.97	0.66	0.432	0.642	0.365	C5orf51
chr1	53891239	53911086	19848	+	ENSG00000211452.12	DIO1	DIO1	-0.443	-0.519	0.658	0.432	0.642	0.365	DIO1
chr1	247895587	247896531	945	+	ENSG00000238243.3	OR2W3	OR2W3	-0.299	0.469	0.657	0.432	0.642	0.364	OR2W3
chr2	48632291	48755724	123434	-	ENSG00000279956.1	NA	NA	-0.287	0.479	0.658	0.432	0.642	0.364	ENSG00000279956.1
chr1	2050411	2185395	134985	+	ENSG00000067606.17	PRKCZ	PRKCZ	0.246	3.25	0.657	0.433	0.642	0.364	PRKCZ
chr19	51517819	51531856	14038	-	ENSG00000105492.16	SIGLEC6	SIGLEC6	0.182	1.51	0.654	0.433	0.643	0.363	SIGLEC6
chr17	30194319	30236002	41684	-	ENSG00000108576.10	SLC6A4	SLC6A4	0.182	2.01	0.656	0.433	0.642	0.364	SLC6A4
chr19	17309518	17323298	13781	+	ENSG00000130311.11	DDA1	DDA1	0.097	4.92	0.656	0.433	0.642	0.364	DDA1
chr19	7830218	7864976	34759	+	ENSG00000142459.9	EVI5L	EVI5L	-0.192	4.07	0.656	0.433	0.642	0.364	EVI5L
chr1	161070998	161089558	18561	-	ENSG00000143217.9	NECTIN4	NECTIN4	-0.271	0.928	0.655	0.433	0.643	0.363	NECTIN4
chr3	58717365	59050084	332720	-	ENSG00000163689.21	CFAP20DC	CFAP20DC	-0.498	-0.632	0.655	0.433	0.643	0.363	CFAP20DC
chr17	7259903	7263983	4081	-	ENSG00000181885.18	CLDN7	CLDN7	0.181	4.23	0.654	0.433	0.643	0.363	CLDN7
chr12	110468415	110490385	21971	+	ENSG00000204856.12	FAM216A	FAM216A	0.138	2.96	0.657	0.433	0.642	0.364	FAM216A
chr17	7014495	7017525	3031	+	ENSG00000258315.5	C17orf49	C17orf49	0.155	4.08	0.655	0.433	0.643	0.363	C17orf49
chr6	112070663	112087529	16867	-	ENSG00000074935.14	TUBE1	TUBE1	-0.156	2.21	0.652	0.434	0.644	0.362	TUBE1
chr6	35573585	35728583	154999	-	ENSG00000096060.15	FKBP5	FKBP5	0.0836	5.98	0.653	0.434	0.643	0.363	FKBP5
chr5	175658030	175710756	52727	+	ENSG00000113749.8	HRH2	HRH2	0.117	6.13	0.653	0.434	0.643	0.363	HRH2
chr19	1438358	1440495	2138	+	ENSG00000115268.10	RPS15	RPS15	0.101	7.77	0.653	0.434	0.643	0.363	RPS15
chr2	241637213	241673857	36645	+	ENSG00000168397.17	ATG4B	ATG4B	-0.0939	5.94	0.653	0.434	0.643	0.363	ATG4B
chr3	97941818	97972457	30640	-	ENSG00000170854.18	RIOX2	RIOX2	0.0769	4.79	0.651	0.434	0.644	0.362	RIOX2
chr17	8247618	8270491	22874	+	ENSG00000178921.14	PFAS	PFAS	0.133	5.44	0.652	0.434	0.643	0.363	PFAS
chr8	93698561	93731527	32967	+	ENSG00000188343.14	CIBAR1	CIBAR1	0.285	0.838	0.652	0.434	0.643	0.363	CIBAR1
chrX	31097677	33339609	2241933	-	ENSG00000198947.18	DMD	DMD	-0.281	0.421	0.652	0.434	0.643	0.362	DMD
chr19	12132117	12156731	24615	-	ENSG00000213297.8	NA	NA	0.253	1.89	0.652	0.434	0.644	0.362	ENSG00000213297.8
chr7	140023749	140062951	39203	-	ENSG00000059378.13	PARP12	PARP12	-0.11	5.08	0.649	0.435	0.645	0.361	PARP12
chr8	20246165	20303963	57799	-	ENSG00000061337.15	LZTS1	LZTS1	0.357	-0.965	0.649	0.435	0.645	0.361	LZTS1
chr7	150685697	150693641	7945	+	ENSG00000106560.11	GIMAP2	GIMAP2	0.0967	4.48	0.649	0.435	0.645	0.361	GIMAP2
chr18	35581117	35711834	130718	+	ENSG00000141429.14	GALNT1	GALNT1	-0.0759	7.38	0.65	0.435	0.645	0.362	GALNT1
chr3	39467198	39529479	62282	+	ENSG00000168314.19	MOBP	MOBP	-0.251	0.476	0.649	0.435	0.645	0.361	MOBP
chr9	137255327	137273542	18216	+	ENSG00000188986.9	NELFB	NELFB	-0.0848	5.24	0.65	0.435	0.644	0.362	NELFB
chr20	63956704	63969930	13227	-	ENSG00000196700.9	ZNF512B	ZNF512B	0.128	5.61	0.651	0.435	0.644	0.362	ZNF512B
chr6	105993463	106109939	116477	+	ENSG00000057657.17	PRDM1	PRDM1	0.152	5.95	0.648	0.436	0.645	0.361	PRDM1
chr19	40665905	40690972	25068	-	ENSG00000105245.9	NUMBL	NUMBL	-0.227	2.57	0.647	0.436	0.645	0.361	NUMBL
chr16	29454533	29458219	3687	+	ENSG00000181625.18	SLX1B	SLX1B	-0.121	4.95	0.647	0.436	0.645	0.361	SLX1B
chr15	99098217	99135593	37377	+	ENSG00000182253.15	SYNM	SYNM	0.284	-0.0912	0.647	0.436	0.645	0.361	SYNM
chr2	127183832	127220313	36482	-	ENSG00000186684.14	CYP27C1	CYP27C1	0.534	-1	0.648	0.436	0.645	0.361	CYP27C1
chr14	54474484	54489026	14543	-	ENSG00000197045.13	GMFB	GMFB	0.112	5.84	0.648	0.436	0.645	0.361	GMFB
chr3	169966635	169998373	31739	+	ENSG00000008952.17	SEC62	SEC62	-0.142	7.03	0.643	0.437	0.647	0.359	SEC62
chr12	4307763	4360028	52266	+	ENSG00000078237.7	TIGAR	TIGAR	-0.0795	6.28	0.644	0.437	0.646	0.36	TIGAR
chr20	56412112	56460387	48276	+	ENSG00000087589.17	CASS4	CASS4	0.184	4	0.644	0.437	0.646	0.36	CASS4
chr7	74082933	74122525	39593	+	ENSG00000106683.15	LIMK1	LIMK1	-0.0689	7.2	0.643	0.437	0.647	0.359	LIMK1
chr17	16217191	16351797	134607	+	ENSG00000108474.17	PIGL	PIGL	-0.125	3.07	0.643	0.437	0.647	0.359	PIGL
chr13	77697687	77764242	66556	+	ENSG00000139737.23	SLAIN1	SLAIN1	0.273	1.34	0.644	0.437	0.646	0.36	SLAIN1
chr14	103556545	103562657	6113	-	ENSG00000166170.12	BAG5	BAG5	-0.0886	5.81	0.643	0.437	0.647	0.359	BAG5
chr18	35332227	35345482	13256	-	ENSG00000172466.16	ZNF24	ZNF24	0.067	7.01	0.644	0.437	0.646	0.359	ZNF24
chr10	87225448	87236908	11461	+	ENSG00000184923.12	NUTM2A	NUTM2A	-0.34	0.735	0.642	0.437	0.647	0.359	NUTM2A
chr8	58805412	59119147	313736	-	ENSG00000198846.6	TOX	TOX	0.522	1.69	0.642	0.437	0.647	0.359	TOX
chr19	4890437	4902896	12460	-	ENSG00000205784.4	ARRDC5	ARRDC5	0.314	0.7	0.644	0.437	0.646	0.36	ARRDC5
chr14	24238286	24242663	4378	-	ENSG00000092330.19	TINF2	TINF2	-0.0774	5.85	0.642	0.438	0.647	0.359	TINF2
chr7	100352176	100367831	15656	+	ENSG00000121716.21	PILRB	PILRB	0.122	6.05	0.642	0.438	0.647	0.359	PILRB
chr2	69893956	69905575	11620	+	ENSG00000124380.11	SNRNP27	SNRNP27	0.115	4.3	0.642	0.438	0.647	0.359	SNRNP27
chr6	158232236	158511828	279593	+	ENSG00000130338.13	TULP4	TULP4	-0.104	6.54	0.641	0.438	0.647	0.359	TULP4
chr2	102714630	102736888	22259	-	ENSG00000135953.11	MFSD9	MFSD9	-0.144	3.96	0.642	0.438	0.647	0.359	MFSD9
chr13	40555667	40666641	110975	-	ENSG00000150907.10	FOXO1	FOXO1	0.393	1.58	0.64	0.438	0.647	0.358	FOXO1
chr19	13150411	13154911	4501	+	ENSG00000160888.7	IER2	IER2	-0.584	7.56	0.641	0.438	0.647	0.359	IER2
chr20	23045633	23049672	4040	-	ENSG00000178726.7	THBD	THBD	-0.191	3.48	0.641	0.438	0.647	0.359	THBD
chrX	107123427	107206433	83007	-	ENSG00000198088.10	NUP62CL	NUP62CL	0.403	-0.754	0.641	0.438	0.647	0.359	NUP62CL
chr3	98521133	98585498	64366	-	ENSG00000285635.1	NA	NA	1.19	-1.76	0.641	0.438	0.647	0.359	ENSG00000285635.1
chr22	37952607	38041915	89309	+	ENSG00000100142.16	POLR2F	POLR2F	-0.121	4.07	0.637	0.439	0.648	0.357	POLR2F
chr11	64823052	64844653	21602	-	ENSG00000171219.9	CDC42BPG	CDC42BPG	0.114	2.95	0.638	0.439	0.648	0.358	CDC42BPG
chr13	102729367	102759072	29706	-	ENSG00000175820.4	CCDC168	CCDC168	0.522	-0.695	0.637	0.439	0.648	0.357	CCDC168
chr9	113255835	113275572	19738	-	ENSG00000176386.9	CDC26	CDC26	-0.116	4.31	0.638	0.439	0.648	0.358	CDC26
chr21	39745183	39802081	56899	+	ENSG00000183067.6	IGSF5	IGSF5	-0.253	-0.239	0.649	0.439	0.647	0.358	IGSF5
chr14	24180219	24188869	8651	-	ENSG00000196497.17	IPO4	IPO4	0.166	4.34	0.638	0.439	0.648	0.358	IPO4
chr17	42950526	42964498	13973	-	ENSG00000266967.7	AARSD1	AARSD1	0.131	3.73	0.638	0.439	0.648	0.358	AARSD1
chr19	18434388	18438167	3780	-	ENSG00000105655.19	ISYNA1	ISYNA1	-0.137	3.57	0.636	0.44	0.649	0.357	ISYNA1
chr11	60172015	60184666	12652	-	ENSG00000110077.15	MS4A6A	MS4A6A	-0.0821	9.18	0.635	0.44	0.649	0.357	MS4A6A
chr8	79918717	80030289	111573	-	ENSG00000147586.10	MRPS28	MRPS28	0.105	4.33	0.634	0.44	0.65	0.356	MRPS28
chr8	124450820	124462150	11331	+	ENSG00000183665.5	TRMT12	TRMT12	0.0958	3.31	0.635	0.44	0.649	0.356	TRMT12
chr19	48170680	48197620	26941	+	ENSG00000185453.13	ZSWIM9	ZSWIM9	-0.097	3.1	0.634	0.44	0.65	0.356	ZSWIM9
chr9	110243810	110256507	12698	-	ENSG00000136810.13	TXN	TXN	-0.143	4.88	0.633	0.441	0.65	0.356	TXN
chr6	159725585	159756319	30735	+	ENSG00000146457.16	WTAP	WTAP	0.0859	6.45	0.632	0.441	0.65	0.355	WTAP
chr12	1565993	1594581	28589	-	ENSG00000171823.7	FBXL14	FBXL14	-0.135	3.02	0.632	0.441	0.65	0.355	FBXL14
chr8	63168553	63212786	44234	+	ENSG00000185728.17	YTHDF3	YTHDF3	-0.0846	7.1	0.633	0.441	0.65	0.356	YTHDF3
chr6	142751469	142956698	205230	-	ENSG00000010818.11	HIVEP2	HIVEP2	0.26	2.34	0.629	0.442	0.651	0.354	HIVEP2
chr13	42272152	42323261	51110	+	ENSG00000023516.9	AKAP11	AKAP11	0.118	7.09	0.63	0.442	0.651	0.355	AKAP11
chr19	19785839	19821751	35913	-	ENSG00000081665.14	ZNF506	ZNF506	-0.164	3.04	0.63	0.442	0.651	0.355	ZNF506
chr15	41895933	41972557	76625	-	ENSG00000103966.11	EHD4	EHD4	-0.119	5.69	0.629	0.442	0.651	0.354	EHD4
chr2	8721081	8837630	116550	-	ENSG00000134313.17	KIDINS220	KIDINS220	0.0789	7.51	0.63	0.442	0.651	0.355	KIDINS220
chr1	33323623	33431095	107473	-	ENSG00000134686.21	PHC2	PHC2	-0.0718	7.28	0.631	0.442	0.651	0.355	PHC2
chr19	45079195	45091518	12324	+	ENSG00000142252.11	GEMIN7	GEMIN7	-0.106	3.93	0.63	0.442	0.651	0.355	GEMIN7
chr9	91213815	91361918	148104	-	ENSG00000148090.12	AUH	AUH	-0.103	3.36	0.63	0.442	0.651	0.355	AUH
chrX	103918896	103966712	47817	+	ENSG00000158427.15	TMSB15B	TMSB15B	0.725	-0.764	0.631	0.442	0.651	0.355	TMSB15B
chr7	102456238	102464863	8626	-	ENSG00000160993.4	ALKBH4	ALKBH4	-0.123	3.54	0.631	0.442	0.651	0.355	ALKBH4
